HTS Number,Country,District,Year,Quantity Description,Measure,Unit,Month,Value
848210,Canada,"New York, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,2
848210,Canada,"New York, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,0
848210,Canada,"New York, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,41
848210,Canada,"New York, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,0
848210,Canada,"New York, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,0
848210,Canada,"New York, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,2
848210,Canada,"New York, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,0
848210,Canada,"New York, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,0
848210,Canada,"Nogales, AZ",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,85
848210,Canada,"Nogales, AZ",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,22
848210,Canada,"Nogales, AZ",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,70
848210,Canada,"Nogales, AZ",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,0
848210,Canada,"Nogales, AZ",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,34
848210,Canada,"Nogales, AZ",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,108
848210,Canada,"Nogales, AZ",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,34
848210,Canada,"Nogales, AZ",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,164
848210,Canada,"Nogales, AZ",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,39
848210,Canada,"Nogales, AZ",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,150
848210,Canada,"Nogales, AZ",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,7
848210,Canada,"Nogales, AZ",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,53
848210,Canada,"Ogdensburg, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,"22,502"
848210,Canada,"Ogdensburg, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,"2,691"
848210,Canada,"Ogdensburg, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,55
848210,Canada,"Ogdensburg, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,"56,873"
848210,Canada,"Ogdensburg, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,684
848210,Canada,"Ogdensburg, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,158
848210,Canada,"Ogdensburg, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,"1,215"
848210,Canada,"Ogdensburg, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,"3,258"
848210,Canada,"Ogdensburg, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,"30,527"
848210,Canada,"Ogdensburg, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,30
848210,Canada,"Ogdensburg, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,120
848210,Canada,"Ogdensburg, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,168
848210,Canada,"Pembina, ND",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,203
848210,Canada,"Pembina, ND",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,120
848210,Canada,"Pembina, ND",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,"1,550"
848210,Canada,"Pembina, ND",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,"1,194"
848210,Canada,"Pembina, ND",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,701
848210,Canada,"Pembina, ND",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,226
848210,Canada,"Pembina, ND",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,209
848210,Canada,"Pembina, ND",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,229
848210,Canada,"Pembina, ND",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,162
848210,Canada,"Pembina, ND",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,47
848210,Canada,"Pembina, ND",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,605
848210,Canada,"Pembina, ND",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,438
848210,Canada,"Portland, ME",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,0
848210,Canada,"Portland, ME",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,0
848210,Canada,"Portland, ME",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,0
848210,Canada,"Portland, ME",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,0
848210,Canada,"Portland, ME",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,0
848210,Canada,"Portland, ME",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,0
848210,Canada,"Portland, ME",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,0
848210,Canada,"Portland, ME",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,0
848210,Canada,"Portland, ME",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,0
848210,Canada,"Portland, ME",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,0
848210,Canada,"Portland, ME",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,10
848210,Canada,"Portland, ME",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,0
848210,Canada,"San Francisco, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,"2,078"
848210,Canada,"San Francisco, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,0
848210,Canada,"San Francisco, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,0
848210,Canada,"San Francisco, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,402
848210,Canada,"San Francisco, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,402
848210,Canada,"San Francisco, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,"2,251"
848210,Canada,"San Francisco, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,184
848210,Canada,"San Francisco, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,"1,649"
848210,Canada,"San Francisco, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,705
848210,Canada,"San Francisco, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,228
848210,Canada,"San Francisco, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,228
848210,Canada,"San Francisco, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,0
848210,Canada,"Savannah, GA",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,1
848210,Canada,"Savannah, GA",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,0
848210,Canada,"Savannah, GA",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,2
848210,Canada,"Savannah, GA",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,810
848210,Canada,"Savannah, GA",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,"1,560"
848210,Canada,"Savannah, GA",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,993
848210,Canada,"Savannah, GA",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,6
848210,Canada,"Savannah, GA",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,476
848210,Canada,"Savannah, GA",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,716
848210,Canada,"Savannah, GA",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,569
848210,Canada,"Savannah, GA",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,4
848210,Canada,"Savannah, GA",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,152
848210,Canada,"Seattle, WA",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,"3,655"
848210,Canada,"Seattle, WA",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,52
848210,Canada,"Seattle, WA",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,"4,759"
848210,Canada,"Seattle, WA",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,58
848210,Canada,"Seattle, WA",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,2
848210,Canada,"Seattle, WA",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,"1,801"
848210,Canada,"Seattle, WA",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,40
848210,Canada,"Seattle, WA",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,"1,447"
848210,Canada,"Seattle, WA",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,"1,331"
848210,Canada,"Seattle, WA",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,"2,103"
848210,Canada,"Seattle, WA",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,40
848210,Canada,"Seattle, WA",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,208
848210,Canada,"St. Albans, VT",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,0
848210,Canada,"St. Albans, VT",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,10
848210,Canada,"St. Albans, VT",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,0
848210,Canada,"St. Albans, VT",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,0
848210,Canada,"St. Albans, VT",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,0
848210,Canada,"St. Albans, VT",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,0
848210,Canada,"St. Albans, VT",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,0
848210,Canada,"St. Albans, VT",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,0
848210,Canada,"St. Albans, VT",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,0
848210,Canada,"St. Albans, VT",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,2
848210,Canada,"St. Albans, VT",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,0
848210,Canada,"St. Albans, VT",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,20
848210,Canada,"St. Louis, MO",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,0
848210,Canada,"St. Louis, MO",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,0
848210,Canada,"St. Louis, MO",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,0
848210,Canada,"St. Louis, MO",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,0
848210,Canada,"St. Louis, MO",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,1
848210,Canada,"St. Louis, MO",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,0
848210,Canada,"St. Louis, MO",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,0
848210,Canada,"St. Louis, MO",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,0
848210,Canada,"St. Louis, MO",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,1
848210,Canada,"St. Louis, MO",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,0
848210,Canada,"St. Louis, MO",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,0
848210,Canada,"St. Louis, MO",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,0
848210,India,"Boston, MA",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,126
848210,India,"Boston, MA",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,0
848210,India,"Boston, MA",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,0
848210,India,"Boston, MA",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,242
848210,India,"Boston, MA",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,0
848210,India,"Boston, MA",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,0
848210,India,"Boston, MA",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,0
848210,India,"Boston, MA",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,0
848210,India,"Boston, MA",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,0
848210,India,"Boston, MA",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,0
848210,India,"Boston, MA",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,0
848210,India,"Boston, MA",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,0
848210,India,"Buffalo, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,0
848210,India,"Buffalo, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,"10,600"
848210,India,"Buffalo, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,0
848210,India,"Buffalo, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,0
848210,India,"Buffalo, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,0
848210,India,"Buffalo, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,0
848210,India,"Buffalo, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,0
848210,India,"Buffalo, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,0
848210,India,"Buffalo, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,0
848210,India,"Buffalo, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,0
848210,India,"Buffalo, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,0
848210,India,"Buffalo, NY",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,1
848210,India,"Charleston, SC",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,"39,341"
848210,India,"Charleston, SC",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,"44,512"
848210,India,"Charleston, SC",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,"79,071"
848210,India,"Charleston, SC",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,"90,315"
848210,India,"Charleston, SC",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,"19,742"
848210,India,"Charleston, SC",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,"69,042"
848210,India,"Charleston, SC",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,"27,069"
848210,India,"Charleston, SC",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,"71,572"
848210,India,"Charleston, SC",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,"87,016"
848210,India,"Charleston, SC",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,"105,389"
848210,India,"Charleston, SC",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,"35,493"
848210,India,"Charleston, SC",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,"130,581"
848210,India,"Chicago, IL",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,"42,815"
848210,India,"Chicago, IL",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,"23,034"
848210,India,"Chicago, IL",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,"37,206"
848210,India,"Chicago, IL",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,"56,459"
848210,India,"Chicago, IL",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,"103,261"
848210,India,"Chicago, IL",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,"2,943"
848210,India,"Chicago, IL",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,"233,520"
848210,India,"Chicago, IL",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,"48,478"
848210,India,"Chicago, IL",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,"55,801"
848210,India,"Chicago, IL",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,"13,368"
848210,India,"Chicago, IL",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,"49,157"
848210,India,"Chicago, IL",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,"44,012"
848210,India,"Cleveland, OH",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,"1,656"
848210,India,"Cleveland, OH",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,"19,621"
848210,India,"Cleveland, OH",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,"39,040"
848210,India,"Cleveland, OH",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,"281,164"
848210,India,"Cleveland, OH",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,"32,052"
848210,India,"Cleveland, OH",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,91
848210,India,"Cleveland, OH",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,0
848210,India,"Cleveland, OH",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,436
848210,India,"Cleveland, OH",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,"1,656"
848210,India,"Cleveland, OH",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,0
848210,India,"Cleveland, OH",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,252
848210,India,"Cleveland, OH",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,"7,876"
848210,India,"Columbia-Snake, OR",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,0
848210,India,"Columbia-Snake, OR",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,0
848210,India,"Columbia-Snake, OR",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,0
848210,India,"Columbia-Snake, OR",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,330
848210,India,"Columbia-Snake, OR",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,0
848210,India,"Columbia-Snake, OR",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,0
848210,India,"Columbia-Snake, OR",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,0
848210,India,"Columbia-Snake, OR",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,0
848210,India,"Columbia-Snake, OR",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,0
848210,India,"Columbia-Snake, OR",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,0
848210,India,"Columbia-Snake, OR",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,0
848210,India,"Columbia-Snake, OR",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,0
848210,India,"Dallas-Fort Worth, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,0
848210,India,"Dallas-Fort Worth, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,48
848210,India,"Dallas-Fort Worth, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,837
848210,India,"Dallas-Fort Worth, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,0
848210,India,"Dallas-Fort Worth, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,309
848210,India,"Dallas-Fort Worth, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,0
848210,India,"Dallas-Fort Worth, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,0
848210,India,"Dallas-Fort Worth, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,0
848210,India,"Dallas-Fort Worth, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,0
848210,India,"Dallas-Fort Worth, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,62
848210,India,"Dallas-Fort Worth, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,480
848210,India,"Dallas-Fort Worth, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,0
848210,India,"Detroit, MI",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,"6,912"
848210,India,"Detroit, MI",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,"6,912"
848210,India,"Detroit, MI",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,"6,912"
848210,India,"Detroit, MI",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,"23,090"
848210,India,"Detroit, MI",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,"40,752"
848210,India,"Detroit, MI",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,"38,016"
848210,India,"Detroit, MI",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,"27,648"
848210,India,"Detroit, MI",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,"41,472"
848210,India,"Detroit, MI",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,"15,552"
848210,India,"Detroit, MI",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,"11,373"
848210,India,"Detroit, MI",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,"32,832"
848210,India,"Detroit, MI",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,"45,284"
848210,India,"Great Falls, MT",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,0
848210,India,"Great Falls, MT",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,0
848210,India,"Great Falls, MT",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,1
848210,India,"Great Falls, MT",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,0
848210,India,"Great Falls, MT",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,0
848210,India,"Great Falls, MT",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,0
848210,India,"Great Falls, MT",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,0
848210,India,"Great Falls, MT",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,0
848210,India,"Great Falls, MT",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,0
848210,India,"Great Falls, MT",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,0
848210,India,"Great Falls, MT",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,0
848210,India,"Great Falls, MT",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,0
848210,India,"Houston-Galveston, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,208
848210,India,"Houston-Galveston, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,74
848210,India,"Houston-Galveston, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,0
848210,India,"Houston-Galveston, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,552
848210,India,"Houston-Galveston, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,116
848210,India,"Houston-Galveston, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,535
848210,India,"Houston-Galveston, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,495
848210,India,"Houston-Galveston, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,95
848210,India,"Houston-Galveston, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,294
848210,India,"Houston-Galveston, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,"5,050"
848210,India,"Houston-Galveston, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,"4,140"
848210,India,"Houston-Galveston, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,"1,000"
848210,India,"Laredo, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,0
848210,India,"Laredo, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,0
848210,India,"Laredo, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,0
848210,India,"Laredo, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,384
848210,India,"Laredo, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,0
848210,India,"Laredo, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,0
848210,India,"Laredo, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,"1,938"
848210,India,"Laredo, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,0
848210,India,"Laredo, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,0
848210,India,"Laredo, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,0
848210,India,"Laredo, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,100
848210,India,"Laredo, TX",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,0
848210,India,"Los Angeles, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,0
848210,India,"Los Angeles, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,"2,520"
848210,India,"Los Angeles, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,"5,325"
848210,India,"Los Angeles, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,"2,400"
848210,India,"Los Angeles, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,0
848210,India,"Los Angeles, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,0
848210,India,"Los Angeles, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,1
848210,India,"Los Angeles, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,"18,039"
848210,India,"Los Angeles, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,"6,000"
848210,India,"Los Angeles, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,"10,070"
848210,India,"Los Angeles, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,110
848210,India,"Los Angeles, CA",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,"18,101"
848210,India,"Miami, FL",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,"2,588"
848210,India,"Miami, FL",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,270
848210,India,"Miami, FL",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,0
848210,India,"Miami, FL",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,0
848210,India,"Miami, FL",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,170
848210,India,"Miami, FL",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,0
848210,India,"Miami, FL",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,"1,200"
848210,India,"Miami, FL",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,0
848210,India,"Miami, FL",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,0
848210,India,"Miami, FL",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,0
848210,India,"Miami, FL",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,0
848210,India,"Miami, FL",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,0
848210,India,"Milwaukee, WI",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,0
848210,India,"Milwaukee, WI",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,0
848210,India,"Milwaukee, WI",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,0
848210,India,"Milwaukee, WI",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,0
848210,India,"Milwaukee, WI",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,0
848210,India,"Milwaukee, WI",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,0
848210,India,"Milwaukee, WI",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,0
848210,India,"Milwaukee, WI",2025,number,First Unit of Quantity,In Actual Units of Quantity,August,0
848210,India,"Milwaukee, WI",2025,number,First Unit of Quantity,In Actual Units of Quantity,September,0
848210,India,"Milwaukee, WI",2025,number,First Unit of Quantity,In Actual Units of Quantity,October,45
848210,India,"Milwaukee, WI",2025,number,First Unit of Quantity,In Actual Units of Quantity,November,0
848210,India,"Milwaukee, WI",2025,number,First Unit of Quantity,In Actual Units of Quantity,December,0
848210,India,"New Orleans, LA",2025,number,First Unit of Quantity,In Actual Units of Quantity,January,"20,037"
848210,India,"New Orleans, LA",2025,number,First Unit of Quantity,In Actual Units of Quantity,February,"53,069"
848210,India,"New Orleans, LA",2025,number,First Unit of Quantity,In Actual Units of Quantity,March,"120,994"
848210,India,"New Orleans, LA",2025,number,First Unit of Quantity,In Actual Units of Quantity,April,"68,197"
848210,India,"New Orleans, LA",2025,number,First Unit of Quantity,In Actual Units of Quantity,May,"27,252"
848210,India,"New Orleans, LA",2025,number,First Unit of Quantity,In Actual Units of Quantity,June,"22,075"
848210,India,"New Orleans, LA",2025,number,First Unit of Quantity,In Actual Units of Quantity,July,"2,302"
